	Addendum J for CY2025 evaluation statistics for complexity adjustments of combinations of comprehensive HCPCS codes												
43276	Ercp stent exchange w/dilate	J1	5331	43276	Ercp stent exchange w/dilate	J1	5331	 	"1,314"	"6,516.07"	43276	"11,262.60"	N
43276	Ercp stent exchange w/dilate	J1	5331	43277	Ercp ea duct/ampulla dilate	J1	5303	 	218	"5,927.23"	43276	"11,262.60"	N
43276	Ercp stent exchange w/dilate	J1	5331	43278	Ercp lesion ablate w/dilate	J1	5303	 	45	"6,983.52"	43276	"11,262.60"	N
43276	Ercp stent exchange w/dilate	J1	5331	43453	Dilate esophagus	J1	5302	 	1	"5,404.22"	43276	"11,262.60"	N
43276	Ercp stent exchange w/dilate	J1	5331	47000	Needle biopsy of liver perq	J1	5072	 	1	"10,898.44"	43276	"11,262.60"	N
43276	Ercp stent exchange w/dilate	J1	5331	47536	Exchange biliary drg cath	J1	5341	 	1	"3,426.64"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	31541	Larynscop w/tumr exc + scope	J1	5154	 	1	"5,913.27"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43220	Esophagoscopy balloon <30mm	J1	5302	 	2	"7,005.97"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43233	Egd balloon dil esoph30 mm/>	J1	5302	 	1	"2,695.26"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43237	Endoscopic us exam esoph	J1	5302	 	4	"10,919.48"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43238	Egd us fine needle bx/aspir	J1	5302	 	1	"7,358.45"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43241	Egd tube/cath insertion	J1	5302	 	12	"7,520.46"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43245	Egd dilate stricture	J1	5302	 	3	"5,694.32"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43249	Esoph egd dilation <30 mm	J1	5302	 	13	"4,856.43"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43251	Egd remove lesion snare	J1	5302	 	1	"10,925.52"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43254	Egd endo mucosal resection	J1	5302	 	2	"5,439.11"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43255	Egd control bleeding any	J1	5302	 	5	"6,203.66"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43259	Egd us exam duodenum/jejunum	J1	5302	 	7	"9,542.64"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	43270	Egd lesion ablation	J1	5302	 	1	"1,626.63"	43276	"11,262.60"	N
43497	Transorl lwr esophgl myotomy	J1	5331	C9779	Esd endoscopy or colonoscopy	J1	5303	 	4	"7,341.78"	43276	"11,262.60"	N
44370	Small bowel endoscopy/stent	J1	5331	43276	Ercp stent exchange w/dilate	J1	5331	 	2	"19,391.43"	43276	"11,262.60"	N
44370	Small bowel endoscopy/stent	J1	5331	44361	Small bowel endoscopy/biopsy	J1	5302	 	2	"7,768.53"	43276	"11,262.60"	N
44370	Small bowel endoscopy/stent	J1	5331	44363	Small bowel endoscopy	J1	5302	 	1	"5,956.60"	43276	"11,262.60"	N
44370	Small bowel endoscopy/stent	J1	5331	44365	Small bowel endoscopy	J1	5302	 	1	"6,218.13"	43276	"11,262.60"	N
44379	S bowel endoscope w/stent	J1	5331	43249	Esoph egd dilation <30 mm	J1	5302	 	1	"5,195.68"	43276	"11,262.60"	N
45347	Sigmoidoscopy w/plcmt stent	J1	5331	36561	Insert tunneled cv cath	J1	5183	 	1	"9,701.11"	43276	"11,262.60"	N
45347	Sigmoidoscopy w/plcmt stent	J1	5331	43251	Egd remove lesion snare	J1	5302	 	1	"19,975.21"	43276	"11,262.60"	N
45347	Sigmoidoscopy w/plcmt stent	J1	5331	43274	Ercp duct stent placement	J1	5331	 	1	"8,938.77"	43276	"11,262.60"	N
45389	Colonoscopy w/stent plcmt	J1	5331	36571	Insert picvad cath	J1	5183	 	1	"8,587.46"	43276	"11,262.60"	N
45389	Colonoscopy w/stent plcmt	J1	5331	45390	Colonoscopy w/resection	J1	5313	 	1	"5,942.38"	43276	"11,262.60"	N
45389	Colonoscopy w/stent plcmt	J1	5331	49423	Exchange drainage catheter	J1	5302	 	1	"21,121.11"	43276	"11,262.60"	N
32550	Insert pleural cath	J1	5341	20206	Biopsy muscle perq needle	J1	5072	5331	1	"11,453.80"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	20225	Bone biopsy trocar/ndl deep	J1	5072	5331	1	"5,229.79"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	21552	Exc neck les sc 3 cm/>	J1	5073	5331	1	"10,865.92"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	24075	Exc arm/elbow les sc < 3 cm	J1	5072	5331	1	"3,362.93"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31622	Dx bronchoscope/wash	J1	5153	5331	4	"4,755.15"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31624	Dx bronchoscope/lavage	J1	5153	5331	2	"7,718.48"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31625	Bronchoscopy w/biopsy(s)	J1	5153	5331	3	"9,464.08"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31628	Bronchoscopy/lung bx each	J1	5154	5331	3	"6,326.55"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31629	Bronchoscopy/needle bx each	J1	5154	5331	5	"12,156.87"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31630	Bronchoscopy dilate/fx repr	J1	5154	5331	1	"6,608.34"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31640	Bronchoscopy w/tumor excise	J1	5154	5331	1	"7,572.86"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31641	Bronchoscopy treat blockage	J1	5154	5331	3	"8,465.08"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31652	Bronch ebus samplng 1/2 node	J1	5154	5331	7	"7,150.41"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	31653	Bronch ebus samplng 3/> node	J1	5154	5331	2	"6,279.47"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	32400	Needle biopsy chest lining	J1	5072	5331	2	"6,201.81"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	32408	Core ndl bx lng/med perq	J1	5072	5331	15	"4,867.76"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	32550	Insert pleural cath	J1	5341	5331	49	"5,274.77"	47536	"4,687.88"	Y
32550	Insert pleural cath	J1	5341	32551	Insertion of chest tube	J1	5182	5331	2	"7,785.06"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	32556	Insert cath pleura w/o image	J1	5302	5331	2	"3,136.26"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	32557	Insert cath pleura w/ image	J1	5182	5331	19	"3,843.12"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	36556	Insert non-tunnel cv cath	J1	5183	5331	2	"12,723.63"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	36558	Insert tunneled cv cath	J1	5183	5331	3	"8,308.30"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	36561	Insert tunneled cv cath	J1	5183	5331	59	"6,037.35"	47536	"4,687.88"	Y
32550	Insert pleural cath	J1	5341	36569	Insj picc 5 yr+ w/o imaging	J1	5182	5331	1	"16,801.12"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	36584	Compl rplcmt picc rs&i	J1	5182	5331	1	"5,616.24"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	38222	Dx bone marrow bx & aspir	J1	5073	5331	1	"3,809.13"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	38505	Needle biopsy lymph nodes	J1	5072	5331	2	"8,569.72"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	43245	Egd dilate stricture	J1	5302	5331	1	"4,426.69"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	47000	Needle biopsy of liver perq	J1	5072	5331	5	"4,801.56"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	1	"5,539.13"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	49180	Biopsy abdominal mass	J1	5072	5331	1	"2,506.13"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	49405	Image cath fluid colxn visc	J1	5072	5331	5	"5,193.36"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	49406	Image cath fluid peri/retro	J1	5072	5331	2	"3,554.78"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	49407	Image cath fluid trns/vgnl	J1	5072	5331	1	968.87	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	49418	Insert tun ip cath perc	J1	5341	5331	32	"4,250.73"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	49423	Exchange drainage catheter	J1	5302	5331	1	"3,901.92"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	50432	Plmt nephrostomy catheter	J1	5373	5331	1	"3,433.18"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	50435	Exchange nephrostomy cath	J1	5373	5331	1	"5,519.65"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	75898	Follow-up angiography	J1	5183	5331	2	"8,360.42"	47536	"4,687.88"	N
32550	Insert pleural cath	J1	5341	93451	Right heart cath	J1	5191	5331	1	"8,295.25"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	36556	Insert non-tunnel cv cath	J1	5183	5331	2	"6,262.41"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	36573	Insj picc rs&i 5 yr+	J1	5182	5331	1	"2,195.87"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	47000	Needle biopsy of liver perq	J1	5072	5331	1	"3,075.48"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	47490	Incision of gallbladder	J1	5341	5331	1	"4,099.55"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	10	"2,826.32"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	49405	Image cath fluid colxn visc	J1	5072	5331	1	"5,808.16"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	50432	Plmt nephrostomy catheter	J1	5373	5331	1	"4,337.72"	47536	"4,687.88"	N
47490	Incision of gallbladder	J1	5341	52318	Remove bladder stone	J1	5374	5331	1	"13,536.38"	47536	"4,687.88"	N
47533	Plmt biliary drainage cath	J1	5341	47000	Needle biopsy of liver perq	J1	5072	5331	3	"2,548.49"	47536	"4,687.88"	N
47533	Plmt biliary drainage cath	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	9	"6,266.39"	47536	"4,687.88"	N
47533	Plmt biliary drainage cath	J1	5341	47542	Dilate biliary duct/ampulla	N	 	5331	2	"3,300.54"	47536	"4,687.88"	N
47533	Plmt biliary drainage cath	J1	5341	47555	Biliary endoscopy thru skin	J1	5341	5331	1	"12,518.35"	47536	"4,687.88"	N
47533	Plmt biliary drainage cath	J1	5341	49423	Exchange drainage catheter	J1	5302	5331	1	"3,093.28"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	36556	Insert non-tunnel cv cath	J1	5183	5331	1	"9,516.85"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	36561	Insert tunneled cv cath	J1	5183	5331	2	"6,432.98"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	43238	Egd us fine needle bx/aspir	J1	5302	5331	1	"23,500.73"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	43242	Egd us fine needle bx/aspir	J1	5302	5331	1	"10,580.86"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	43245	Egd dilate stricture	J1	5302	5331	1	"11,526.46"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47000	Needle biopsy of liver perq	J1	5072	5331	4	"4,638.33"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47490	Incision of gallbladder	J1	5341	5331	1	"3,810.27"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47533	Plmt biliary drainage cath	J1	5341	5331	7	"5,236.42"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47534	Plmt biliary drainage cath	J1	5341	5331	9	"6,365.23"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47535	Conversion ext bil drg cath	J1	5341	5331	1	"21,870.73"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	18	"6,676.74"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47542	Dilate biliary duct/ampulla	N	 	5331	15	"4,821.95"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47543	Endoluminal bx biliary tree	N	 	5331	14	"4,619.36"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47544	Removal duct glbldr calculi	N	 	5331	3	"5,761.60"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	47555	Biliary endoscopy thru skin	J1	5341	5331	1	"16,131.78"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	49185	Sclerotx fluid collection	J1	5072	5331	1	"4,234.31"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	49405	Image cath fluid colxn visc	J1	5072	5331	1	"3,838.76"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	49423	Exchange drainage catheter	J1	5302	5331	1	"6,529.53"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	49441	Place duod/jej tube perc	J1	5302	5331	1	"8,755.53"	47536	"4,687.88"	N
47534	Plmt biliary drainage cath	J1	5341	75887	Vein x-ray liver w/o hemodyn	J1	5183	5331	1	"4,175.36"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	36561	Insert tunneled cv cath	J1	5183	5331	1	"22,090.63"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47000	Needle biopsy of liver perq	J1	5072	5331	1	"4,448.92"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47533	Plmt biliary drainage cath	J1	5341	5331	1	"3,840.47"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47535	Conversion ext bil drg cath	J1	5341	5331	2	"6,372.04"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	9	"3,834.41"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47542	Dilate biliary duct/ampulla	N	 	5331	9	"4,887.66"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47543	Endoluminal bx biliary tree	N	 	5331	1	"3,596.36"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47544	Removal duct glbldr calculi	N	 	5331	4	"11,256.05"	47536	"4,687.88"	N
47535	Conversion ext bil drg cath	J1	5341	47555	Biliary endoscopy thru skin	J1	5341	5331	1	"17,056.57"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	19083	Bx breast 1st lesion us imag	J1	5072	5331	1	"4,234.96"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	20500	Injection of sinus tract	J1	5163	5331	5	"8,168.44"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	32551	Insertion of chest tube	J1	5182	5331	2	"1,583.73"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	36556	Insert non-tunnel cv cath	J1	5183	5331	1	"2,671.26"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	36561	Insert tunneled cv cath	J1	5183	5331	9	"4,746.22"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	36573	Insj picc rs&i 5 yr+	J1	5182	5331	2	"9,024.51"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	36582	Replace tunneled cv cath	J1	5183	5331	1	"7,873.47"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	37193	Rem endovas vena cava filter	J1	5183	5331	1	"5,194.74"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	37197	Remove intrvas foreign body	J1	5183	5331	4	"6,216.77"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	43237	Endoscopic us exam esoph	J1	5302	5331	1	"5,805.42"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	43246	Egd place gastrostomy tube	J1	5302	5331	1	"8,035.70"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	43270	Egd lesion ablation	J1	5302	5331	1	"15,308.83"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	43275	Ercp remove forgn body duct	J1	5302	5331	2	"6,745.56"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	44360	Small bowel endoscopy	J1	5302	5331	1	"5,640.21"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	47000	Needle biopsy of liver perq	J1	5072	5331	15	"4,015.91"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	313	"3,937.89"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	47542	Dilate biliary duct/ampulla	N	 	5331	179	"4,298.14"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	47543	Endoluminal bx biliary tree	N	 	5331	34	"3,401.02"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	47544	Removal duct glbldr calculi	N	 	5331	71	"6,767.98"	47536	"4,687.88"	Y
47536	Exchange biliary drg cath	J1	5341	49185	Sclerotx fluid collection	J1	5072	5331	1	"24,801.55"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	49405	Image cath fluid colxn visc	J1	5072	5331	3	"3,967.63"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	49406	Image cath fluid peri/retro	J1	5072	5331	6	"5,369.14"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	49423	Exchange drainage catheter	J1	5302	5331	55	"3,294.87"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	49440	Place gastrostomy tube perc	J1	5302	5331	2	"2,954.38"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	50382	Change ureter stent percut	J1	5373	5331	1	"2,472.43"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	50385	Change stent via transureth	J1	5373	5331	1	"4,982.41"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	50387	Change nephroureteral cath	J1	5373	5331	1	"1,963.31"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	50435	Exchange nephrostomy cath	J1	5373	5331	17	"3,985.17"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	50688	Change of ureter tube/stent	J1	5373	5331	1	"1,958.21"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	50693	Plmt ureteral stent prq	J1	5374	5331	1	"3,469.49"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	51710	Change of bladder tube	J1	5372	5331	1	"2,430.72"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	52000	Cystourethroscopy	J1	5372	5331	2	"9,264.09"	47536	"4,687.88"	N
47536	Exchange biliary drg cath	J1	5341	75898	Follow-up angiography	J1	5183	5331	2	"5,067.66"	47536	"4,687.88"	N
47555	Biliary endoscopy thru skin	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	13	"8,677.59"	47536	"4,687.88"	N
49250	Excision of umbilicus	J1	5341	10140	I&d hmtma seroma/fluid collj	J1	5072	5331	1	"2,511.38"	47536	"4,687.88"	N
49250	Excision of umbilicus	J1	5341	22905	Rad resect abd tumor 5 cm/>	J1	5073	5331	1	"20,376.34"	47536	"4,687.88"	N
49402	Remove foreign body adbomen	J1	5341	10140	I&d hmtma seroma/fluid collj	J1	5072	5331	1	"3,173.43"	47536	"4,687.88"	N
49402	Remove foreign body adbomen	J1	5341	22901	Exc abdl tum deep 5 cm/>	J1	5073	5331	1	"3,399.53"	47536	"4,687.88"	N
49402	Remove foreign body adbomen	J1	5341	49423	Exchange drainage catheter	J1	5302	5331	2	"7,903.55"	47536	"4,687.88"	N
49402	Remove foreign body adbomen	J1	5341	64585	Rev/rmv perph nstim eltrd ra	J1	5461	5331	1	"8,226.88"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	0753T	Dgtz gls mcrscp sld level iv	N	 	5331	1	"3,983.83"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	20206	Biopsy muscle perq needle	J1	5072	5331	1	"3,242.34"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	20220	Bone biopsy trocar/ndl supfc	J1	5072	5331	1	"6,078.83"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	31624	Dx bronchoscope/lavage	J1	5153	5331	1	"1,297.42"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	32551	Insertion of chest tube	J1	5182	5331	1	"5,560.10"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	32556	Insert cath pleura w/o image	J1	5302	5331	1	"7,347.28"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	32557	Insert cath pleura w/ image	J1	5182	5331	3	"4,293.27"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	36558	Insert tunneled cv cath	J1	5183	5331	3	"12,033.26"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	36561	Insert tunneled cv cath	J1	5183	5331	20	"6,614.01"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	36901	Intro cath dialysis circuit	J1	5182	5331	1	"7,899.74"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	37607	Lig/banding angioacs av fstl	J1	5183	5331	1	"8,718.71"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	38505	Needle biopsy lymph nodes	J1	5072	5331	1	"5,885.09"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	43251	Egd remove lesion snare	J1	5302	5331	1	"6,946.91"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	43253	Egd us transmural injxn/mark	J1	5302	5331	1	"5,077.59"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	47000	Needle biopsy of liver perq	J1	5072	5331	2	"8,014.36"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	47490	Incision of gallbladder	J1	5341	5331	1	"9,515.32"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	47536	Exchange biliary drg cath	J1	5341	5331	2	"5,214.24"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	49180	Biopsy abdominal mass	J1	5072	5331	5	"3,805.10"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	49405	Image cath fluid colxn visc	J1	5072	5331	4	"8,394.37"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	49406	Image cath fluid peri/retro	J1	5072	5331	16	"3,417.35"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	49407	Image cath fluid trns/vgnl	J1	5072	5331	1	"8,247.31"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	49423	Exchange drainage catheter	J1	5302	5331	3	"5,399.43"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	50433	Plmt nephroureteral catheter	J1	5374	5331	1	"8,921.69"	47536	"4,687.88"	N
49418	Insert tun ip cath perc	J1	5341	50694	Plmt ureteral stent prq	J1	5374	5331	2	"9,798.52"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	32550	Insert pleural cath	J1	5341	5331	2	"5,834.48"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	36556	Insert non-tunnel cv cath	J1	5183	5331	1	"4,328.00"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	36558	Insert tunneled cv cath	J1	5183	5331	4	"5,298.99"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	36565	Insert tunneled cv cath	J1	5183	5331	1	"4,905.76"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	36581	Replace tunneled cv cath	J1	5183	5331	1	"6,235.35"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	36821	Av fusion direct any site	J1	5183	5331	15	"5,304.82"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	49435	Insert subq exten to ip cath	N	 	5331	6	"3,586.85"	47536	"4,687.88"	N
49421	Ins tun ip cath for dial opn	J1	5341	52310	Cystoscopy and treatment	J1	5373	5331	2	"3,179.46"	47536	"4,687.88"	N
49426	Revise abdomen-venous shunt	J1	5341	49591	Rpr aa hrn 1st < 3 cm rdc	J1	5341	5331	1	"6,424.98"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	0751T	Dgtz gls mcrscp sld level ii	N	 	5331	44	"3,686.32"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	0752T	Dgtz gls mcrscp sld lvl iii	N	 	5331	21	"4,342.62"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	10121	Inc&rmvl fb subq tiss comp	J1	5072	5331	1	"3,579.43"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	10140	I&d hmtma seroma/fluid collj	J1	5072	5331	6	"9,226.99"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	10180	I&d complex po wound infctj	J1	5073	5331	1	"3,781.01"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5331	11	"4,607.85"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11406	Exc tr-ext b9+marg >4.0 cm	J1	5072	5331	15	"4,454.75"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5331	1	"5,319.71"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5331	3	"5,320.50"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5331	1	"7,456.54"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11426	Exc h-f-nk-sp b9+marg >4 cm	J1	5073	5331	2	"4,580.66"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5331	1	"5,375.15"	47536	"4,687.88"	N
49505	Prp i/hern init reduc >5 yr	J1	5341	11606	Exc tr-ext mal+marg >4 cm	J1	5072	5331	4	"4,215.73"	47536	"4,687.88"	N
